"sensor_id","datetime","temp_c_ch1","temp_c_ch2"
20793680,2026-05-05 15:01:58,17.41478515625,22.47703125
20793680,2026-05-05 15:06:58,17.58638671875,21.833525390625
20793680,2026-05-05 15:11:58,17.715087890625,21.36162109375
20793680,2026-05-05 15:16:58,17.886689453125,21.061318359375
20793680,2026-05-05 15:21:58,18.10119140625,20.889716796875
20793680,2026-05-05 15:26:58,18.27279296875,20.889716796875
20793680,2026-05-05 15:31:58,18.401494140625,20.9326171875
20793680,2026-05-05 15:36:58,18.5301953125,21.01841796875
20793680,2026-05-05 15:41:58,18.401494140625,21.01841796875
20793680,2026-05-05 15:46:58,18.44439453125,20.975517578125
20793680,2026-05-05 15:51:58,18.401494140625,20.889716796875
20793680,2026-05-05 15:56:58,18.401494140625,20.761015625
20793692,2026-05-05 15:00:56,22.090927734375,22.262529296875
20793692,2026-05-05 15:05:56,21.404521484375,21.6190234375
20793692,2026-05-05 15:10:56,20.84681640625,21.147119140625
20793692,2026-05-05 15:15:56,20.460712890625,20.761015625
20793692,2026-05-05 15:20:56,20.16041015625,20.546513671875
20793692,2026-05-05 15:25:56,20.074609375,20.460712890625
20793692,2026-05-05 15:30:56,19.98880859375,20.50361328125
20793692,2026-05-05 15:35:56,19.860107421875,20.50361328125
20793692,2026-05-05 15:40:56,19.774306640625,20.460712890625
20793692,2026-05-05 15:45:56,19.688505859375,20.4178125
20793692,2026-05-05 15:50:56,19.602705078125,20.33201171875
20793692,2026-05-05 15:55:56,19.47400390625,20.203310546875
20793695,2026-05-05 15:02:40,21.36162109375,21.2758203125
20793695,2026-05-05 15:07:40,20.546513671875,20.632314453125
20793695,2026-05-05 15:12:40,20.074609375,20.203310546875
20793695,2026-05-05 15:17:40,19.9030078125,19.98880859375
20793695,2026-05-05 15:22:40,19.688505859375,19.81720703125
20793695,2026-05-05 15:27:40,19.81720703125,19.73140625
20793695,2026-05-05 15:32:40,19.81720703125,19.73140625
20793695,2026-05-05 15:37:40,19.774306640625,19.602705078125
20793695,2026-05-05 15:42:40,19.688505859375,19.64560546875
20793695,2026-05-05 15:47:40,19.64560546875,19.47400390625
20793695,2026-05-05 15:52:40,19.516904296875,19.431103515625
20793695,2026-05-05 15:57:40,19.431103515625,19.345302734375
